,id,ident,type,airport,latitude,longitude,country,state,city
27156,3619,KJAN,large_airport,Jackson-Medgar Wiley Evers International Airport,32.3111991882,-90.0758972168,US,US-MS,Jackson
27159,3620,KJAX,large_airport,Jacksonville International Airport,30.49410057067871,-81.68789672851562,US,US-FL,Jacksonville
27167,3622,KJFK,large_airport,John F Kennedy International Airport,40.63980103,-73.77890015,US,US-NY,New York
27175,3623,KJLN,large_airport,Joplin Regional Airport,37.151798248291016,-94.49829864501952,US,US-MO,Joplin
27281,3631,KLAS,large_airport,McCarran International Airport,36.08010101,-115.15200039999999,US,US-NV,Las Vegas
27283,3632,KLAX,large_airport,Los Angeles International Airport,33.94250107,-118.40799709999999,US,US-CA,Los Angeles
27284,3633,KLBB,large_airport,Lubbock Preston Smith International Airport,33.663601,-101.822998,US,US-TX,Lubbock
27295,3638,KLCK,large_airport,Rickenbacker International Airport,39.813801,-82.927803,US,US-OH,Columbus
27303,3640,KLEX,large_airport,Blue Grass Airport,38.0364990234375,-84.60590362548828,US,US-KY,Lexington
27304,3641,KLFI,large_airport,Langley Air Force Base,37.082901000999996,-76.360496521,US,US-VA,Hampton
27306,3642,KLFT,large_airport,Lafayette Regional Airport,30.20529938,-91.98760223,US,US-LA,Lafayette
27307,3643,KLGA,large_airport,La Guardia Airport,40.77719879,-73.87259674,US,US-NY,New York
27322,3645,KLIT,large_airport,Bill & Hillary Clinton National Airport/Adams Field,34.729400634799994,-92.22429656979999,US,US-AR,Little Rock
27368,3657,KLTS,large_airport,Altus Air Force Base,34.667098999000004,-99.26670074459999,US,US-OK,Altus
27371,3658,KLUF,large_airport,Luke Air Force Base,33.534999847399995,-112.383003235,US,US-AZ,Glendale
27478,3664,KMBS,large_airport,MBS International Airport,43.532901763916016,-84.07959747314453,US,US-MI,Saginaw
27485,3667,KMCF,large_airport,Mac Dill Air Force Base,27.84930038,-82.52120209,US,US-FL,Tampa
27486,3668,KMCI,large_airport,Kansas City International Airport,39.2976,-94.713898,US,US-MO,Kansas City
27489,3670,KMCO,large_airport,Orlando International Airport,28.429399490356445,-81.30899810791016,US,US-FL,Orlando
27500,3673,KMDW,large_airport,Chicago Midway International Airport,41.7859992980957,-87.75240325927734,US,US-IL,Chicago
27505,3675,KMEM,large_airport,Memphis International Airport,35.04240036010742,-89.97669982910156,US,US-TN,Memphis
27517,3680,KMGE,large_airport,Dobbins Air Reserve Base,33.91540146,-84.51629639,US,US-GA,Marietta
27520,3681,KMGM,large_airport,Montgomery Regional (Dannelly Field) Airport,32.30059814,-86.39399719,US,US-AL,Montgomery
27530,3684,KMHT,large_airport,Manchester Airport,42.93259811401367,-71.43569946289062,US,US-NH,Manchester
27532,3685,KMIA,large_airport,Miami International Airport,25.79319953918457,-80.29060363769531,US,US-FL,Miami
27545,3690,KMKE,large_airport,General Mitchell International Airport,42.94720077514648,-87.89659881591797,US,US-WI,Milwaukee
27560,3695,KMLI,large_airport,Quad City International Airport,41.44850158691406,-90.50749969482422,US,US-IL,Moline
27565,3697,KMLU,large_airport,Monroe Regional Airport,32.51089859008789,-92.0376968383789,US,US-LA,Monroe
27586,3700,KMOB,large_airport,Mobile Regional Airport,30.691200256348,-88.242797851562,US,US-AL,Mobile
27617,3707,KMSN,large_airport,Dane County Regional Truax Field,43.13990020751953,-89.3375015258789,US,US-WI,Madison
27619,3709,KMSP,large_airport,Minneapolis-St Paul International/Wold-Chamberlain Airport,44.8819999695,-93.22180175780001,US,US-MN,Minneapolis
27622,3711,KMSY,large_airport,Louis Armstrong New Orleans International Airport,29.99340057373047,-90.25800323486328,US,US-LA,New Orleans
27635,3715,KMUO,large_airport,Mountain Home Air Force Base,43.043597999999996,-115.872002,US,US-ID,Mountain Home
27810,3744,KOAK,large_airport,Metropolitan Oakland International Airport,37.721298,-122.221001,US,US-CA,Oakland
27838,3747,KOKC,large_airport,Will Rogers World Airport,35.39310073852539,-97.60070037841795,US,US-OK,Oklahoma City
27866,3752,KONT,large_airport,Ontario International Airport,34.05599975585937,-117.60099792480469,US,US-CA,Ontario
27880,3754,KORD,large_airport,Chicago O'Hare International Airport,41.97859955,-87.90480042,US,US-IL,Chicago
27882,3755,KORF,large_airport,Norfolk International Airport,36.89459991455078,-76.20120239257812,US,US-VA,Norfolk
28022,3765,KPAM,large_airport,Tyndall Air Force Base,30.0695991516,-85.57540130619998,US,US-FL,Panama City
28029,3766,KPBI,large_airport,Palm Beach International Airport,26.68320083618164,-80.09559631347656,US,US-FL,West Palm Beach
28039,3768,KPDX,large_airport,Portland International Airport,45.58869934,-122.59799960000001,US,US-OR,Portland
28053,3770,KPHF,large_airport,Newport News Williamsburg International Airport,37.13190079,-76.49299622,US,US-VA,Newport News
28057,3771,KPHL,large_airport,Philadelphia International Airport,39.87189865112305,-75.24109649658203,US,US-PA,Philadelphia
28061,3772,KPHX,large_airport,Phoenix Sky Harbor International Airport,33.43429946899414,-112.01200103759766,US,US-AZ,Phoenix
28062,3773,KPIA,large_airport,General Wayne A. Downing Peoria International Airport,40.664199829100006,-89.6932983398,US,US-IL,Peoria
28069,3778,KPIT,large_airport,Pittsburgh International Airport,40.49150085,-80.23290253,US,US-PA,Pittsburgh
28158,3796,KPWM,large_airport,Portland International Jetport Airport,43.64619827,-70.30930328,US,US-ME,Portland
28411,3844,KRDU,large_airport,Raleigh Durham International Airport,35.877601623535156,-78.7874984741211,US,US-NC,Raleigh/Durham
28415,3845,KRFD,large_airport,Chicago Rockford International Airport,42.19540023803711,-89.09719848632812,US,US-IL,Chicago/Rockford
28422,3847,KRIC,large_airport,Richmond International Airport,37.50519943237305,-77.3197021484375,US,US-VA,Richmond
28445,3852,KRND,large_airport,Randolph Air Force Base,29.52969933,-98.27890015,US,US-TX,Universal City
28448,3853,KRNO,large_airport,Reno Tahoe International Airport,39.49909973144531,-119.76799774169922,US,US-NV,Reno
28452,3854,KROA,large_airport,RoanokeâBlacksburg Regional Airport,37.3255,-79.975403,US,US-VA,Roanoke
28453,3855,KROC,large_airport,Greater Rochester International Airport,43.118900299072266,-77.67240142822266,US,US-NY,Rochester
28471,3857,KRST,large_airport,Rochester International Airport,43.90829849243164,-92.5,US,US-MN,Rochester
28473,3858,KRSW,large_airport,Southwest Florida International Airport,26.53619956970215,-81.75520324707031,US,US-FL,Fort Myers
28547,3862,KSAN,large_airport,San Diego International Airport,32.7336006165,-117.190002441,US,US-CA,San Diego
28549,3863,KSAT,large_airport,San Antonio International Airport,29.533700942993164,-98.46980285644531,US,US-TX,San Antonio
28550,3864,KSAV,large_airport,Savannah Hilton Head International Airport,32.12760162,-81.20210266,US,US-GA,Savannah
28556,3868,KSBN,large_airport,South Bend Regional Airport,41.70869827270508,-86.31729888916016,US,US-IN,South Bend
28570,3873,KSDF,large_airport,Louisville International Standiford Field,38.1744,-85.736,US,US-KY,Louisville
28574,3875,KSEA,large_airport,Seattle Tacoma International Airport,47.44900131225586,-122.30899810791016,US,US-WA,Seattle
28584,3876,KSFB,large_airport,Orlando Sanford International Airport,28.7775993347168,-81.23750305175781,US,US-FL,Orlando
28587,3878,KSFO,large_airport,San Francisco International Airport,37.61899948120117,-122.375,US,US-CA,San Francisco
28592,3879,KSGF,large_airport,Springfield Branson National Airport,37.24570084,-93.38860321,US,US-MO,Springfield
28603,3882,KSHV,large_airport,Shreveport Regional Airport,32.44660186767578,-93.82559967041016,US,US-LA,Shreveport
28608,3883,KSJC,large_airport,Norman Y. Mineta San Jose International Airport,37.362598,-121.929001,US,US-CA,San Jose
28612,3885,KSKA,large_airport,Fairchild Air Force Base,47.6151008606,-117.65599823,US,US-WA,Spokane
28618,3887,KSLC,large_airport,Salt Lake City International Airport,40.78839874267578,-111.97799682617188,US,US-UT,Salt Lake City
28630,3892,KSMF,large_airport,Sacramento International Airport,38.69540023803711,-121.59100341796876,US,US-CA,Sacramento
28636,3894,KSNA,large_airport,John Wayne Airport-Orange County Airport,33.67570114,-117.86799620000001,US,US-CA,Santa Ana
28653,3897,KSPI,large_airport,Abraham Lincoln Capital Airport,39.84410095,-89.67790222,US,US-IL,Springfield
28654,3898,KSPS,large_airport,Sheppard Air Force Base-Wichita Falls Municipal Airport,33.9888,-98.49189799999999,US,US-TX,Wichita Falls
28663,3899,KSRQ,large_airport,Sarasota Bradenton International Airport,27.39539909362793,-82.55439758300781,US,US-FL,Sarasota/Bradenton
28665,3901,KSSC,large_airport,Shaw Air Force Base,33.97269821,-80.47059631,US,US-SC,Sumter
28675,3905,KSTL,large_airport,St Louis Lambert International Airport,38.748697,-90.370003,US,US-MO,St Louis
28683,3907,KSUS,large_airport,Spirit of St Louis Airport,38.662101745605,-90.652000427246,US,US-MO,St Louis
28685,3908,KSUU,large_airport,Travis Air Force Base,38.262699127196996,-121.92700195312,US,US-CA,Fairfield
28687,3909,KSUX,large_airport,Sioux Gateway Col. Bud Day Field,42.40259933,-96.38439941,US,US-IA,Sioux City
28701,3913,KSYR,large_airport,Syracuse Hancock International Airport,43.11119842529297,-76.1063003540039,US,US-NY,Syracuse
28703,3914,KSZL,large_airport,Whiteman Air Force Base,38.73030090332,-93.547897338867,US,US-MO,Knob Noster
28753,3918,KTCM,large_airport,McChord Air Force Base,47.1376991272,-122.475997925,US,US-WA,Tacoma
28772,3921,KTIK,large_airport,Tinker Air Force Base,35.414699554443004,-97.386596679688,US,US-OK,Oklahoma City
28782,3924,KTLH,large_airport,Tallahassee Regional Airport,30.396499633789066,-84.35030364990234,US,US-FL,Tallahassee
28796,3925,KTOL,large_airport,Toledo Express Airport,41.58679962,-83.80780029,US,US-OH,Toledo
28799,3926,KTPA,large_airport,Tampa International Airport,27.975500106811523,-82.533203125,US,US-FL,Tampa
28806,3928,KTRI,large_airport,Tri-Cities Regional TN/VA Airport,36.475201,-82.40740100000001,US,US-TN,Bristol/Johnson/Kingsport
28818,3930,KTUL,large_airport,Tulsa International Airport,36.19839859008789,-95.88809967041016,US,US-OK,Tulsa
28820,3932,KTUS,large_airport,Tucson International Airport,32.116100311279304,-110.94100189208984,US,US-AZ,Tucson
28836,3938,KTYS,large_airport,McGhee Tyson Airport,35.81100082,-83.99400329999999,US,US-TN,Knoxville
28917,3944,KVBG,large_airport,Vandenberg Air Force Base,34.7373008728,-120.583999634,US,US-CA,Lompoc
28945,3948,KVPS,large_airport,Destin-Ft Walton Beach Airport,30.4832,-86.525398,US,US-FL,Valparaiso
28995,3951,KWRB,large_airport,Robins Air Force Base,32.640098571799996,-83.59190368649999,US,US-GA,Warner Robins
36334,5360,PAFA,large_airport,Fairbanks International Airport,64.81510162,-147.85600280000003,US,US-AK,Fairbanks
36409,5388,PANC,large_airport,Ted Stevens Anchorage International Airport,61.174400329589844,-149.99600219726562,US,US-AK,Anchorage
36669,5453,PHNL,large_airport,Daniel K Inouye International Airport,21.32062,-157.924228,US,US-HI,Honolulu
46946,317314,US-0303,large_airport,atl,33.137551,-84.375,US,US-U-A,
